Unique ID, Manufacturer, Chemistry, Voltage (Volts)
00287 2012/12/13Hewlett-PackardPrimary, Hewlett-Packard, Lithium Ion, 11.504

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2021-11-14, 02:01:50, OK, 53%, 1.54, 2938, -19991, , 11.504, -19991, 53.4%, , , , , , , , , , , , 
2021-11-14, 02:01:55, OK, 53%, 1.54, 2938, -19991, , 11.504, -19991, 53.4%, , , , , , , , , , , , 
2021-11-14, 02:02:25, OK, 52%, 3.03, 5681, -18835, , 11.367, -18835, 52.5%, , , , , , , , , , , , 
2021-11-14, 02:02:55, OK, 52%, 3.03, 5681, -10984, , 11.475, -10984, 52.2%, , , , , , , , , , , , 
2021-11-14, 02:03:25, OK, 52%, 3.03, 5681, -10984, , 11.475, -10984, 52.2%, , , , , , , , , , , , 
2021-11-14, 02:03:55, OK, 51%, 1.26, 2316, -22756, , 11.138, -22756, 51.3%, , , , , , , , , , , , 
2021-11-14, 02:04:25, OK, 51%, 1.26, 2316, -15682, , 11.251, -15682, 50.8%, , , , , , , , , , , , 
2021-11-14, 02:04:55, OK, 50%, 1.58, 2846, -15790, , 11.232, -15790, 50.5%, , , , , , , , , , , , 
2021-11-14, 02:05:25, OK, 50%, 1.58, 2846, -12571, , 11.318, -12571, 49.9%, , , , , , , , , , , , 
2021-11-14, 02:05:55, OK, 50%, 1.58, 2846, -8770, , 11.339, -8770, 49.6%, , , , , , , , , , , , 
2021-11-14, 02:06:25, OK, 49%, 3.82, 6738, -12960, , 11.251, -12960, 49.3%, , , , , , , , , , , , 
2021-11-14, 02:06:55, OK, 49%, 3.82, 6738, -12960, , 11.251, -12960, 49.3%, , , , , , , , , , , , 
2021-11-14, 02:07:25, OK, 49%, 3.82, 6738, -14591, , 11.165, -14591, 48.6%, , , , , , , , , , , , 
2021-11-14, 02:07:55, OK, 48%, 2.24, 3871, -9169, , 11.295, -9169, 48.0%, , , , , , , , , , , , 
2021-11-14, 02:08:25, OK, 48%, 2.24, 3871, -9169, , 11.295, -9169, 48.0%, , , , , , , , , , , , 
2021-11-14, 02:08:55, OK, 48%, 2.24, 3871, -9169, , 11.295, -9169, 48.0%, , , , , , , , , , , , 
2021-11-14, 02:09:25, OK, 47%, 3.46, 5856, -8910, , 11.297, -8910, 47.4%, , , , , , , , , , , , 
2021-11-14, 02:09:55, OK, 47%, 3.46, 5856, -11772, , 11.212, -11772, 47.0%, , , , , , , , , , , , 
2021-11-14, 02:10:25, OK, 47%, 3.46, 5856, -9580, , 11.251, -9580, 46.7%, , , , , , , , , , , , 
2021-11-14, 02:10:55, OK, 46%, 3.43, 5676, -8986, , 11.247, -8986, 46.4%, , , , , , , , , , , , 
2021-11-14, 02:11:25, OK, 46%, 3.43, 5676, -8986, , 11.247, -8986, 46.4%, , , , , , , , , , , , 
2021-11-14, 02:12:55, OK, 45%, 1.44, 2336, -21179, , 10.882, -21179, 45.0%, , , , , , , , , , , , 
2021-11-14, 02:13:25, OK, 44%, 1.85, 2924, -9104, , 11.165, -9104, 44.3%, , , , , , , , , , , , 
2021-11-14, 02:13:55, OK, 44%, 1.85, 2924, -9104, , 11.165, -9104, 44.3%, , , , , , , , , , , , 
2021-11-14, 02:14:25, OK, 44%, 1.85, 2924, -9104, , 11.165, -9104, 44.3%, , , , , , , , , , , , 
2021-11-14, 02:14:56, OK, 43%, 1.41, 2185, -20693, , 10.841, -20693, 43.3%, , , , , , , , , , , , 
2021-11-14, 02:15:26, OK, 43%, 1.41, 2185, -15476, , 10.962, -15476, 42.9%, , , , , , , , , , , , 
2021-11-14, 02:15:56, OK, 42%, 3.26, 4924, -9450, , 11.111, -9450, 42.3%, , , , , , , , , , , , 
2021-11-14, 02:16:26, OK, 42%, 3.26, 4924, -9450, , 11.111, -9450, 42.3%, , , , , , , , , , , , 
2021-11-14, 02:16:56, OK, 42%, 3.26, 4924, -9450, , 11.111, -9450, 42.3%, , , , , , , , , , , , 
2021-11-14, 02:17:26, OK, 41%, 3.49, 5149, -8856, , 11.155, -8856, 41.4%, , , , , , , , , , , , 
2021-11-14, 02:18:23, OK, 41%, 3.49, 5149, -10508, , 11.120, -10508, 41.2%, , , , , , , , , , , , 
2021-11-14, 02:18:53, OK, 40%, 2.60, 3743, -9191, , 11.123, -9191, 40.5%, , , , , , , , , , , , 
2021-11-14, 02:19:23, OK, 40%, 2.60, 3743, -9191, , 11.123, -9191, 40.5%, , , , , , , , , , , , 
2021-11-14, 02:20:35, OK, 39%, 1.56, 2195, -19656, , 10.757, -19656, 39.2%, , , , , , , , , , , , 
2021-11-14, 02:21:05, OK, 39%, 1.56, 2195, -11675, , 10.996, -11675, 38.5%, , , , , , , , , , , , 
2021-11-14, 02:21:35, OK, 38%, 2.23, 3052, -12593, , 10.960, -12593, 38.2%, , , , , , , , , , , , 
2021-11-14, 02:22:05, OK, 38%, 2.23, 3052, -13943, , 10.958, -13943, 37.9%, , , , , , , , , , , , 
2021-11-14, 02:22:35, OK, 37%, 2.33, 3106, -13252, , 10.938, -13252, 37.4%, , , , , , , , , , , , 
2021-11-14, 02:23:05, OK, 37%, 2.33, 3106, -13252, , 10.938, -13252, 37.4%, , , , , , , , , , , , 
2021-11-14, 02:23:35, OK, 37%, 2.33, 3106, -7830, , 11.101, -7830, 36.9%, , , , , , , , , , , , 
2021-11-14, 02:24:05, OK, 37%, 2.33, 3106, -7830, , 11.101, -7830, 36.9%, , , , , , , , , , , , 
2021-11-14, 02:24:35, OK, 36%, 3.96, 5137, -7787, , 11.112, -7787, 36.4%, , , , , , , , , , , , 
2021-11-14, 02:25:05, OK, 36%, 3.96, 5137, -7787, , 11.112, -7787, 36.4%, , , , , , , , , , , , 
2021-11-14, 02:25:35, OK, 36%, 3.96, 5137, -7787, , 11.112, -7787, 36.4%, , , , , , , , , , , , 
2021-11-14, 02:26:05, OK, 36%, 3.96, 5137, -7787, , 11.112, -7787, 36.4%, , , , , , , , , , , , 
2021-11-14, 02:26:35, OK, 35%, 3.96, 4990, -7798, , 11.113, -7798, 35.4%, , , , , , , , , , , , 
2021-11-14, 02:27:05, OK, 35%, 3.96, 4990, -7798, , 11.113, -7798, 35.4%, , , , , , , , , , , , 
2021-11-14, 02:27:35, OK, 35%, 3.96, 4990, -7798, , 11.113, -7798, 35.4%, , , , , , , , , , , , 
2021-11-14, 02:28:05, OK, 35%, 3.96, 4990, -7798, , 11.113, -7798, 35.4%, , , , , , , , , , , , 
2021-11-14, 02:28:35, OK, 35%, 3.96, 4990, -10379, , 11.021, -10379, 34.5%, , , , , , , , , , , , 
2021-11-14, 02:29:05, OK, 34%, 3.94, 4828, -7819, , 11.071, -7819, 34.3%, , , , , , , , , , , , 
2021-11-14, 02:29:35, OK, 34%, 3.94, 4828, -7819, , 11.071, -7819, 34.3%, , , , , , , , , , , , 
2021-11-14, 02:30:05, OK, 34%, 3.94, 4828, -7819, , 11.071, -7819, 34.3%, , , , , , , , , , , , 
2021-11-14, 02:30:35, OK, 34%, 3.94, 4828, -8197, , 11.060, -8197, 33.5%, , , , , , , , , , , , 
2021-11-14, 02:31:05, OK, 34%, 3.94, 4828, -8197, , 11.060, -8197, 33.5%, , , , , , , , , , , , 
2021-11-14, 02:31:35, OK, 34%, 3.94, 4828, -8197, , 11.060, -8197, 33.5%, , , , , , , , , , , , 
2021-11-14, 02:32:05, OK, 34%, 3.94, 4828, -8197, , 11.060, -8197, 33.5%, , , , , , , , , , , , 
2021-11-14, 02:32:35, OK, 34%, 3.94, 4828, -8197, , 11.060, -8197, 33.5%, , , , , , , , , , , , 
2021-11-14, 02:33:05, OK, 33%, 3.63, 4317, -8284, , 11.059, -8284, 32.5%, , , , , , , , , , , , 
2021-11-14, 02:33:35, OK, 33%, 3.63, 4317, -8284, , 11.059, -8284, 32.5%, , , , , , , , , , , , 
2021-11-14, 02:34:05, OK, 33%, 3.63, 4317, -8284, , 11.059, -8284, 32.5%, , , , , , , , , , , , 
2021-11-14, 02:34:35, OK, 33%, 3.63, 4317, -8284, , 11.059, -8284, 32.5%, , , , , , , , , , , , 
2021-11-14, 02:35:05, OK, 33%, 3.63, 4317, -8284, , 11.059, -8284, 32.5%, , , , , , , , , , , , 
2021-11-14, 02:35:35, OK, 31%, 4.01, 4472, -7711, , 11.054, -7711, 31.3%, , , , , , , , , , , , 
2021-11-14, 02:36:05, OK, 31%, 4.01, 4472, -7711, , 11.054, -7711, 31.3%, , , , , , , , , , , , 
2021-11-14, 02:36:35, OK, 31%, 4.01, 4472, -7711, , 11.054, -7711, 31.3%, , , , , , , , , , , , 
2021-11-14, 02:37:05, OK, 31%, 4.01, 4472, -11124, , 10.894, -11124, 30.6%, , , , , , , , , , , , 
2021-11-14, 02:37:35, OK, 30%, 2.71, 2924, -11394, , 10.910, -11394, 30.3%, , , , , , , , , , , , 
2021-11-14, 02:38:05, OK, 30%, 2.71, 2924, -11394, , 10.910, -11394, 30.3%, , , , , , , , , , , , 
2021-11-14, 02:38:35, OK, 29%, 1.71, 1783, -13424, , 10.779, -13424, 29.4%, , , , , , , , , , , , 
2021-11-14, 02:39:05, OK, 29%, 1.71, 1783, -13424, , 10.779, -13424, 29.4%, , , , , , , , , , , , 
2021-11-14, 02:39:35, OK, 28%, 1.82, 1833, -12517, , 10.812, -12517, 28.5%, , , , , , , , , , , , 
2021-11-14, 02:40:05, OK, 28%, 1.82, 1833, -14926, , 10.587, -14926, 28.2%, , , , , , , , , , , , 
2021-11-14, 02:40:35, OK, 28%, 1.82, 1833, -13370, , 10.766, -13370, 27.9%, , , , , , , , , , , , 
