Unique ID, Manufacturer, Chemistry, Voltage (Volts)
00287 2012/12/13Hewlett-PackardPrimary, Hewlett-Packard, Lithium Ion, 11.427

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2021-11-06, 22:58:50, OK, 74%, 2.15, 5724, -12992, , 11.241, -12992, 74.3%, , , , , , , , , , , , 
2021-11-06, 22:59:20, OK, 74%, 2.15, 5724, -16913, , 11.130, -16913, 73.6%, , , , , , , , , , , , 
2021-11-06, 22:59:50, OK, 73%, 2.08, 5477, -13381, , 11.227, -13381, 73.3%, , , , , , , , , , , , 
2021-11-06, 23:00:20, OK, 72%, 1.14, 2956, -23436, , 10.998, -23436, 72.5%, , , , , , , , , , , , 
2021-11-06, 23:00:50, OK, 72%, 1.14, 2956, -13878, , 11.197, -13878, 72.0%, , , , , , , , , , , , 
2021-11-06, 23:01:20, OK, 71%, 1.33, 3389, -21038, , 11.024, -21038, 71.3%, , , , , , , , , , , , 
2021-11-06, 23:01:50, OK, 71%, 1.33, 3389, -16049, , 11.111, -16049, 70.8%, , , , , , , , , , , , 
2021-11-06, 23:02:20, OK, 71%, 1.33, 3389, -11448, , 11.230, -11448, 70.5%, , , , , , , , , , , , 
2021-11-06, 23:33:40, OK, 69%, 1.40, 3484, -19872, , 10.974, -19872, 69.2%, , , , , , , , , , , , 
2021-11-06, 23:34:10, OK, 69%, 1.40, 3484, -19872, , 10.974, -19872, 69.2%, , , , , , , , , , , , 
2021-11-06, 23:34:40, OK, 68%, 1.28, 3131, -10811, , 11.164, -10811, 68.0%, , , , , , , , , , , , 
2021-11-06, 23:35:10, OK, 68%, 1.28, 3131, -15304, , 11.034, -15304, 67.7%, , , , , , , , , , , , 
2021-11-06, 23:35:40, OK, 67%, 2.31, 5578, -14558, , 11.104, -14558, 67.4%, , , , , , , , , , , , 
2021-11-06, 23:36:10, OK, 67%, 2.31, 5578, -17582, , 10.964, -17582, 66.6%, , , , , , , , , , , , 
2021-11-06, 23:36:40, OK, 66%, 2.39, 5674, -11675, , 11.076, -11675, 66.2%, , , , , , , , , , , , 
2021-11-06, 23:37:10, OK, 66%, 2.39, 5674, -14753, , 11.047, -14753, 65.9%, , , , , , , , , , , , 
2021-11-06, 23:37:40, OK, 65%, 1.58, 3692, -18738, , 10.909, -18738, 65.1%, , , , , , , , , , , , 
2021-11-06, 23:38:10, OK, 65%, 1.58, 3692, -21406, , 10.825, -21406, 64.7%, , , , , , , , , , , , 
2021-11-06, 23:38:40, OK, 64%, 2.30, 5291, -12161, , 11.051, -12161, 64.3%, , , , , , , , , , , , 
2021-11-06, 23:39:10, OK, 64%, 2.30, 5291, -12161, , 11.051, -12161, 64.3%, , , , , , , , , , , , 
2021-11-06, 23:39:40, OK, 63%, 2.23, 5067, -14839, , 10.970, -14839, 63.5%, , , , , , , , , , , , 
2021-11-06, 23:40:10, OK, 63%, 2.23, 5067, -17971, , 10.886, -17971, 63.0%, , , , , , , , , , , , 
2021-11-06, 23:40:40, OK, 62%, 1.65, 3678, -16924, , 10.877, -16924, 62.2%, , , , , , , , , , , , 
2021-11-06, 23:41:10, OK, 62%, 1.65, 3678, -16924, , 10.877, -16924, 62.2%, , , , , , , , , , , , 
2021-11-06, 23:41:40, OK, 61%, 1.60, 3524, -17431, , 10.869, -17431, 61.4%, , , , , , , , , , , , 
2021-11-06, 23:42:10, OK, 61%, 1.60, 3524, -13241, , 10.998, -13241, 60.7%, , , , , , , , , , , , 
2021-11-06, 23:42:40, OK, 60%, 2.35, 5073, -11902, , 11.009, -11902, 60.4%, , , , , , , , , , , , 
2021-11-06, 23:43:10, OK, 60%, 2.35, 5073, -11902, , 11.009, -11902, 60.4%, , , , , , , , , , , , 
2021-11-06, 23:43:40, OK, 60%, 2.35, 5073, -11902, , 11.009, -11902, 60.4%, , , , , , , , , , , , 
2021-11-06, 23:44:10, OK, 59%, 2.43, 5161, -9979, , 11.057, -9979, 59.2%, , , , , , , , , , , , 
2021-11-06, 23:44:40, OK, 59%, 2.43, 5161, -9925, , 11.071, -9925, 58.7%, , , , , , , , , , , , 
2021-11-06, 23:45:10, OK, 58%, 2.86, 5980, -9785, , 11.069, -9785, 58.5%, , , , , , , , , , , , 
2021-11-06, 23:45:40, OK, 58%, 2.86, 5980, -9785, , 11.069, -9785, 58.5%, , , , , , , , , , , , 
2021-11-06, 23:46:10, OK, 58%, 2.86, 5980, -11156, , 11.025, -11156, 57.8%, , , , , , , , , , , , 
2021-11-06, 23:46:40, OK, 58%, 2.86, 5980, -16200, , 10.765, -16200, 57.5%, , , , , , , , , , , , 
2021-11-06, 23:47:06, OK, 57%, 1.26, 2590, -11048, , 10.989, -11048, 57.2%, , , , , , , , , , , , 
2021-11-06, 23:47:36, OK, 57%, 1.26, 2590, -12064, , 10.957, -12064, 56.5%, , , , , , , , , , , , 
2021-11-06, 23:48:06, OK, 56%, 2.33, 4700, -11977, , 10.970, -11977, 56.3%, , , , , , , , , , , , 
2021-11-06, 23:48:36, OK, 56%, 2.33, 4700, -11977, , 10.970, -11977, 56.3%, , , , , , , , , , , , 
2021-11-06, 23:49:06, OK, 56%, 2.33, 4700, -10627, , 10.991, -10627, 55.5%, , , , , , , , , , , , 
2021-11-06, 23:49:36, OK, 55%, 1.44, 2855, -19332, , 10.788, -19332, 55.2%, , , , , , , , , , , , 
2021-11-06, 23:50:06, OK, 55%, 1.44, 2855, -10919, , 10.980, -10919, 54.9%, , , , , , , , , , , , 
2021-11-06, 23:50:36, OK, 54%, 2.51, 4876, -11146, , 10.977, -11146, 54.3%, , , , , , , , , , , , 
2021-11-06, 23:51:06, OK, 54%, 2.51, 4876, -11146, , 10.977, -11146, 54.3%, , , , , , , , , , , , 
2021-11-06, 23:51:36, OK, 54%, 2.51, 4876, -11146, , 10.977, -11146, 54.3%, , , , , , , , , , , , 
2021-11-06, 23:52:06, OK, 53%, 2.69, 5137, -10390, , 10.984, -10390, 53.4%, , , , , , , , , , , , 
2021-11-06, 23:52:36, OK, 53%, 2.69, 5137, -12118, , 10.916, -12118, 53.1%, , , , , , , , , , , , 
2021-11-06, 23:53:06, OK, 53%, 2.69, 5137, -11718, , 10.953, -11718, 52.5%, , , , , , , , , , , , 
2021-11-06, 23:53:36, OK, 52%, 2.61, 4880, -15044, , 10.903, -15044, 52.3%, , , , , , , , , , , , 
2021-11-06, 23:54:06, OK, 52%, 2.61, 4880, -13241, , 10.891, -13241, 52.0%, , , , , , , , , , , , 
2021-11-06, 23:54:36, OK, 51%, 1.88, 3446, -13349, , 10.855, -13349, 51.4%, , , , , , , , , , , , 
2021-11-06, 23:55:06, OK, 51%, 1.88, 3446, -13349, , 10.855, -13349, 51.4%, , , , , , , , , , , , 
2021-11-06, 23:55:36, OK, 51%, 1.88, 3446, -10130, , 10.945, -10130, 50.8%, , , , , , , , , , , , 
2021-11-06, 23:56:06, OK, 50%, 2.66, 4796, -10498, , 10.935, -10498, 50.3%, , , , , , , , , , , , 
2021-11-06, 23:56:36, OK, 50%, 2.66, 4796, -13165, , 10.864, -13165, 50.1%, , , , , , , , , , , , 
2021-11-06, 23:57:06, OK, 49%, 1.65, 2905, -20142, , 10.622, -20142, 49.3%, , , , , , , , , , , , 
2021-11-06, 23:57:36, OK, 49%, 1.65, 2905, -10400, , 10.884, -10400, 48.9%, , , , , , , , , , , , 
2021-11-06, 23:58:06, OK, 48%, 2.44, 4219, -11480, , 10.898, -11480, 48.4%, , , , , , , , , , , , 
2021-11-06, 23:58:36, OK, 48%, 2.44, 4219, -11480, , 10.898, -11480, 48.4%, , , , , , , , , , , , 
2021-11-06, 23:59:06, OK, 48%, 2.44, 4219, -11480, , 10.898, -11480, 48.4%, , , , , , , , , , , , 
2021-11-06, 23:59:36, OK, 47%, 2.66, 4504, -10530, , 10.912, -10530, 47.4%, , , , , , , , , , , , 
