Unique ID, Manufacturer, Chemistry, Voltage (Volts)
00287 2012/12/13Hewlett-PackardPrimary, Hewlett-Packard, Lithium Ion, 11.820

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2021-11-15, 00:57:14, OK, 99%, 1.69, 6037, -18101, , 11.820, -18101, 99.3%, , , , , , , , , , , , 
2021-11-15, 00:57:44, OK, 99%, 1.69, 6037, -14580, , 11.876, -14580, 99.0%, , , , , , , , , , , , 
2021-11-15, 00:58:14, OK, 99%, 1.69, 6037, -11902, , 11.949, -11902, 98.7%, , , , , , , , , , , , 
2021-11-15, 00:58:44, OK, 98%, 1.61, 5679, -8629, , 11.993, -8629, 98.1%, , , , , , , , , , , , 
2021-11-15, 00:59:14, OK, 98%, 1.61, 5679, -13921, , 11.825, -13921, 97.8%, , , , , , , , , , , , 
2021-11-15, 00:59:44, OK, 97%, 1.89, 6599, -14224, , 11.801, -14224, 97.5%, , , , , , , , , , , , 
2021-11-15, 01:00:14, OK, 97%, 1.89, 6599, -15606, , 11.684, -15606, 97.1%, , , , , , , , , , , , 
2021-11-15, 01:00:44, OK, 97%, 1.89, 6599, -8726, , 11.940, -8726, 96.6%, , , , , , , , , , , , 
2021-11-15, 01:01:14, OK, 96%, 3.69, 12766, -8305, , 11.935, -8305, 96.4%, , , , , , , , , , , , 
2021-11-15, 01:01:44, OK, 96%, 3.69, 12766, -10994, , 11.885, -10994, 96.1%, , , , , , , , , , , , 
2021-11-15, 01:02:14, OK, 96%, 3.69, 12766, -10994, , 11.885, -10994, 96.1%, , , , , , , , , , , , 
2021-11-15, 01:02:44, OK, 95%, 3.32, 11368, -13295, , 11.756, -13295, 95.2%, , , , , , , , , , , , 
2021-11-15, 01:03:14, OK, 95%, 3.32, 11368, -10282, , 11.850, -10282, 94.9%, , , , , , , , , , , , 
2021-11-15, 01:03:44, OK, 95%, 3.32, 11368, -11815, , 11.844, -11815, 94.7%, , , , , , , , , , , , 
2021-11-15, 01:04:14, OK, 94%, 3.07, 10376, -13014, , 11.733, -13014, 94.4%, , , , , , , , , , , , 
2021-11-15, 01:04:44, OK, 94%, 3.07, 10376, -11135, , 11.803, -11135, 93.8%, , , , , , , , , , , , 
2021-11-15, 01:05:14, OK, 93%, 1.96, 6564, -15649, , 11.763, -15649, 93.4%, , , , , , , , , , , , 
2021-11-15, 01:05:44, OK, 93%, 1.96, 6564, -8186, , 11.855, -8186, 93.1%, , , , , , , , , , , , 
2021-11-15, 01:06:14, OK, 93%, 1.96, 6564, -8186, , 11.855, -8186, 93.1%, , , , , , , , , , , , 
2021-11-15, 01:06:44, OK, 92%, 3.70, 12246, -8305, , 11.846, -8305, 92.4%, , , , , , , , , , , , 
2021-11-15, 01:07:14, OK, 92%, 3.70, 12246, -8305, , 11.846, -8305, 92.4%, , , , , , , , , , , , 
2021-11-15, 01:07:44, OK, 92%, 3.70, 12246, -8305, , 11.846, -8305, 92.4%, , , , , , , , , , , , 
2021-11-15, 01:08:14, OK, 92%, 3.70, 12246, -8316, , 11.826, -8316, 91.7%, , , , , , , , , , , , 
2021-11-15, 01:08:44, OK, 91%, 2.18, 7144, -15584, , 11.649, -15584, 91.4%, , , , , , , , , , , , 
2021-11-15, 01:09:14, OK, 91%, 2.18, 7144, -8608, , 11.797, -8608, 91.2%, , , , , , , , , , , , 
2021-11-15, 01:09:44, OK, 91%, 2.18, 7144, -8608, , 11.797, -8608, 91.2%, , , , , , , , , , , , 
2021-11-15, 01:10:14, OK, 91%, 2.18, 7144, -5929, , 11.913, -5929, 90.7%, , , , , , , , , , , , 
2021-11-15, 01:10:44, OK, 90%, 3.23, 10472, -9493, , 11.796, -9493, 90.4%, , , , , , , , , , , , 
2021-11-15, 01:11:14, OK, 90%, 3.23, 10472, -9493, , 11.796, -9493, 90.4%, , , , , , , , , , , , 
2021-11-15, 01:11:44, OK, 90%, 3.23, 10472, -9493, , 11.796, -9493, 90.4%, , , , , , , , , , , , 
2021-11-15, 01:12:14, OK, 90%, 3.23, 10472, -8651, , 11.788, -8651, 89.6%, , , , , , , , , , , , 
2021-11-15, 01:14:20, OK, 88%, 3.64, 11522, -17140, , 11.460, -17140, 88.4%, , , , , , , , , , , , 
2021-11-15, 01:14:50, OK, 88%, 3.64, 11522, -16654, , 11.452, -16654, 87.8%, , , , , , , , , , , , 
2021-11-15, 01:15:20, OK, 87%, 1.95, 6107, -15757, , 11.458, -15757, 87.5%, , , , , , , , , , , , 
2021-11-15, 01:15:50, OK, 87%, 1.95, 6107, -11275, , 11.596, -11275, 86.8%, , , , , , , , , , , , 
2021-11-15, 01:16:20, OK, 86%, 1.80, 5573, -17064, , 11.436, -17064, 86.4%, , , , , , , , , , , , 
2021-11-15, 01:16:50, OK, 86%, 1.80, 5573, -15660, , 11.405, -15660, 86.0%, , , , , , , , , , , , 
2021-11-15, 01:33:30, OK, 85%, 1.48, 4528, -20693, , 11.363, -20693, 85.2%, , , , , , , , , , , , 
2021-11-15, 01:34:00, OK, 84%, 1.44, 4365, -21276, , 11.258, -21276, 84.4%, , , , , , , , , , , , 
2021-11-15, 01:34:30, OK, 84%, 1.44, 4365, -21276, , 11.258, -21276, 84.4%, , , , , , , , , , , , 
2021-11-15, 01:35:00, OK, 83%, 1.89, 5655, -19872, , 11.172, -19872, 83.0%, , , , , , , , , , , , 
2021-11-15, 01:35:30, OK, 83%, 1.89, 5655, -19872, , 11.172, -19872, 83.0%, , , , , , , , , , , , 
2021-11-15, 01:36:00, OK, 82%, 1.39, 4096, -17269, , 11.325, -17269, 82.2%, , , , , , , , , , , , 
2021-11-15, 01:36:30, OK, 81%, 2.03, 5918, -13986, , 11.157, -13986, 81.4%, , , , , , , , , , , , 
2021-11-15, 01:37:00, OK, 81%, 2.03, 5918, -13986, , 11.157, -13986, 81.4%, , , , , , , , , , , , 
2021-11-15, 01:37:30, OK, 80%, 1.68, 4844, -18241, , 11.198, -18241, 80.3%, , , , , , , , , , , , 
2021-11-15, 01:38:00, OK, 80%, 1.68, 4844, -16492, , 11.212, -16492, 79.9%, , , , , , , , , , , , 
2021-11-15, 01:38:30, OK, 80%, 1.68, 4844, -19570, , 11.030, -19570, 79.5%, , , , , , , , , , , , 
2021-11-15, 01:39:00, OK, 79%, 1.77, 5034, -21298, , 11.106, -21298, 78.7%, , , , , , , , , , , , 
2021-11-15, 01:39:30, OK, 78%, 1.41, 3953, -21784, , 10.943, -21784, 78.3%, , , , , , , , , , , , 
2021-11-15, 01:40:00, OK, 78%, 1.41, 3953, -21784, , 10.943, -21784, 78.3%, , , , , , , , , , , , 
2021-11-15, 01:40:30, OK, 77%, 1.57, 4341, -19602, , 11.022, -19602, 77.3%, , , , , , , , , , , , 
2021-11-15, 01:41:00, OK, 77%, 1.57, 4341, -16427, , 11.136, -16427, 76.5%, , , , , , , , , , , , 
2021-11-15, 01:41:30, OK, 76%, 1.35, 3689, -24721, , 10.848, -24721, 76.1%, , , , , , , , , , , , 
2021-11-15, 01:42:00, OK, 75%, 1.39, 3749, -23652, , 10.852, -23652, 75.2%, , , , , , , , , , , , 
2021-11-15, 01:42:30, OK, 75%, 1.39, 3749, -23652, , 10.852, -23652, 75.2%, , , , , , , , , , , , 
2021-11-15, 01:43:00, OK, 74%, 1.32, 3506, -23328, , 10.859, -23328, 74.3%, , , , , , , , , , , , 
2021-11-15, 01:43:30, OK, 73%, 1.75, 4608, -17539, , 11.057, -17539, 73.5%, , , , , , , , , , , , 
2021-11-15, 01:44:00, OK, 73%, 1.75, 4608, -19883, , 11.005, -19883, 73.1%, , , , , , , , , , , , 
2021-11-15, 01:44:30, OK, 72%, 1.28, 3313, -24008, , 10.859, -24008, 72.3%, , , , , , , , , , , , 
2021-11-15, 01:45:00, OK, 72%, 1.28, 3313, -17388, , 11.011, -17388, 71.9%, , , , , , , , , , , , 
2021-11-15, 01:45:30, OK, 71%, 1.76, 4493, -17496, , 11.022, -17496, 71.5%, , , , , , , , , , , , 
