Unique ID, Manufacturer, Chemistry, Voltage (Volts)
00287 2012/12/13Hewlett-PackardPrimary, Hewlett-Packard, Lithium Ion, 12.097

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2021-11-08, 00:21:09, OK, 52%, 2.05, 3829, -13792, , 10.744, -13792, 51.7%, , , , , , , , , , , , 
2021-11-08, 00:21:39, OK, 51%, 1.75, 3215, -17237, , 10.664, -17237, 51.4%, , , , , , , , , , , , 
2021-11-08, 00:22:09, OK, 51%, 1.75, 3215, -15368, , 10.856, -15368, 50.7%, , , , , , , , , , , , 
2021-11-08, 00:22:39, OK, 50%, 1.36, 2447, -17917, , 10.680, -17917, 50.3%, , , , , , , , , , , , 
2021-11-08, 00:23:09, OK, 49%, 1.83, 3231, -13878, , 10.796, -13878, 49.4%, , , , , , , , , , , , 
2021-11-08, 00:23:39, OK, 49%, 1.83, 3231, -13878, , 10.796, -13878, 49.4%, , , , , , , , , , , , 
2021-11-08, 00:24:09, OK, 49%, 1.83, 3231, -17507, , 10.652, -17507, 48.7%, , , , , , , , , , , , 
2021-11-08, 00:24:39, OK, 48%, 2.33, 4030, -11999, , 10.864, -11999, 48.3%, , , , , , , , , , , , 
2021-11-08, 00:25:09, OK, 48%, 2.33, 4030, -11999, , 10.864, -11999, 48.3%, , , , , , , , , , , , 
2021-11-08, 00:25:39, OK, 47%, 2.08, 3527, -23166, , 10.571, -23166, 47.3%, , , , , , , , , , , , 
2021-11-08, 05:50:35, OK, 46%, 1.63, 2695, -17064, , 10.667, -17064, 46.0%, , , , , , , , , , , , 
2021-11-08, 05:51:05, OK, 46%, 1.63, 2695, -17064, , 10.667, -17064, 46.0%, , , , , , , , , , , , 
2021-11-08, 12:13:07, OK, 44%, 2.48, 3924, -11275, , 10.612, -11275, 44.2%, , , , , , , , , , , , 
2021-11-08, 12:13:37, OK, 44%, 2.48, 3924, -7193, , 10.808, -7193, 43.5%, , , , , , , , , , , , 
2021-11-08, 12:14:07, OK, 43%, 3.88, 6006, -7204, , 10.755, -7204, 43.3%, , , , , , , , , , , , 
2021-11-08, 12:22:52, OK, 41%, 0.00, -1, 38351, , 12.587, 38351, 41.3%, , , , , , , , , , , , 
2021-11-08, 12:23:22, OK, 42%, 0.00, -1, 36968, , 12.581, 36968, 42.1%, , , , , , , , , , , , 
2021-11-08, 12:23:52, OK, 44%, 0.00, -1, 35942, , 12.579, 35942, 43.7%, , , , , , , , , , , , 
2021-11-08, 12:24:22, OK, 45%, 0.00, -1, 35942, , 12.581, 35942, 44.5%, , , , , , , , , , , , 
2021-11-08, 12:24:52, OK, 45%, 0.00, -1, 35942, , 12.581, 35942, 44.5%, , , , , , , , , , , , 
2021-11-08, 12:25:22, OK, 47%, 0.00, -1, 35942, , 12.578, 35942, 46.9%, , , , , , , , , , , , 
2021-11-08, 12:25:52, OK, 48%, 0.00, -1, 35942, , 12.572, 35942, 47.7%, , , , , , , , , , , , 
2021-11-08, 12:26:22, OK, 48%, 0.00, -1, 35942, , 12.566, 35942, 48.5%, , , , , , , , , , , , 
2021-11-08, 12:26:52, OK, 50%, 0.00, -1, 35942, , 12.559, 35942, 50.1%, , , , , , , , , , , , 
2021-11-08, 12:27:22, OK, 51%, 0.00, -1, 36288, , 12.560, 36288, 50.8%, , , , , , , , , , , , 
2021-11-08, 12:27:52, OK, 52%, 0.00, -1, 36288, , 12.558, 36288, 52.5%, , , , , , , , , , , , 
2021-11-08, 12:28:22, OK, 52%, 0.00, -1, 36288, , 12.558, 36288, 52.5%, , , , , , , , , , , , 
2021-11-08, 12:28:52, OK, 54%, 0.00, -1, 36288, , 12.554, 36288, 54.1%, , , , , , , , , , , , 
2021-11-08, 12:29:22, OK, 56%, 0.00, -1, 36634, , 12.559, 36634, 55.7%, , , , , , , , , , , , 
2021-11-08, 12:29:52, OK, 56%, 0.00, -1, 36634, , 12.560, 36634, 56.5%, , , , , , , , , , , , 
2021-11-08, 12:30:22, OK, 56%, 0.00, -1, 36634, , 12.560, 36634, 56.5%, , , , , , , , , , , , 
2021-11-08, 12:30:52, OK, 59%, 0.00, -1, 36634, , 12.561, 36634, 58.9%, , , , , , , , , , , , 
2021-11-08, 12:31:22, OK, 60%, 0.00, -1, 36634, , 12.562, 36634, 59.7%, , , , , , , , , , , , 
2021-11-08, 12:31:52, OK, 61%, 0.00, -1, 36634, , 12.562, 36634, 60.6%, , , , , , , , , , , , 
2021-11-08, 12:32:22, OK, 62%, 0.00, -1, 36634, , 12.565, 36634, 62.1%, , , , , , , , , , , , 
2021-11-08, 12:32:52, OK, 63%, 0.00, -1, 36634, , 12.566, 36634, 62.9%, , , , , , , , , , , , 
2021-11-08, 12:33:22, OK, 65%, 0.00, -1, 36288, , 12.563, 36288, 64.5%, , , , , , , , , , , , 
2021-11-08, 12:33:52, OK, 65%, 0.00, -1, 36288, , 12.563, 36288, 64.5%, , , , , , , , , , , , 
2021-11-08, 12:34:22, OK, 66%, 0.00, -1, 36018, , 12.563, 36018, 66.1%, , , , , , , , , , , , 
2021-11-08, 12:34:52, OK, 68%, 0.00, -1, 36018, , 12.564, 36018, 67.7%, , , , , , , , , , , , 
2021-11-08, 12:35:22, OK, 68%, 0.00, -1, 35662, , 12.562, 35662, 68.5%, , , , , , , , , , , , 
2021-11-08, 12:35:52, OK, 68%, 0.00, -1, 35662, , 12.562, 35662, 68.5%, , , , , , , , , , , , 
2021-11-08, 12:36:22, OK, 71%, 0.00, -1, 35316, , 12.562, 35316, 70.8%, , , , , , , , , , , , 
2021-11-08, 12:36:52, OK, 72%, 0.00, -1, 35046, , 12.564, 35046, 71.6%, , , , , , , , , , , , 
2021-11-08, 12:37:22, OK, 73%, 0.00, -1, 34625, , 12.558, 34625, 73.1%, , , , , , , , , , , , 
2021-11-08, 12:37:52, OK, 74%, 0.00, -1, 34225, , 12.557, 34225, 73.8%, , , , , , , , , , , , 
2021-11-08, 12:38:22, OK, 75%, 0.00, -1, 34236, , 12.559, 34236, 74.6%, , , , , , , , , , , , 
2021-11-08, 12:38:52, OK, 76%, 0.00, -1, 33934, , 12.556, 33934, 76.1%, , , , , , , , , , , , 
2021-11-08, 12:39:22, OK, 77%, 0.00, -1, 33934, , 12.562, 33934, 76.8%, , , , , , , , , , , , 
2021-11-08, 12:39:52, OK, 78%, 0.00, -1, 33599, , 12.558, 33599, 77.6%, , , , , , , , , , , , 
2021-11-08, 12:40:22, OK, 79%, 0.00, -1, 33232, , 12.561, 33232, 79.1%, , , , , , , , , , , , 
2021-11-08, 12:40:52, OK, 80%, 0.00, -1, 32897, , 12.557, 32897, 79.8%, , , , , , , , , , , , 
2021-11-08, 12:51:10, OK, 98%, 0.00, -1, 25272, , 12.555, 25272, 97.9%, , , , , , , , , , , , 
2021-11-08, 12:51:40, OK, 98%, 0.00, -1, 25272, , 12.555, 25272, 97.9%, , , , , , , , , , , , 
2021-11-08, 12:52:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:52:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:53:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:53:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:54:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:54:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:55:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:55:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:56:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:56:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:57:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:57:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:58:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:58:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:59:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 12:59:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:00:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:00:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:01:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:01:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:02:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:02:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:03:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:03:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:04:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:04:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:05:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:05:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:06:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:06:40, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:07:10, OK, 99%, 0.00, -1, 24926, , 12.558, 24926, 99.0%, , , , , , , , , , , , 
2021-11-08, 13:35:54, OK, 88%, 1.32, 4188, -20941, , 11.428, -20941, 87.7%, , , , , , , , , , , , 
2021-11-08, 13:36:24, OK, 87%, 2.65, 8289, -11869, , 11.624, -11869, 87.3%, , , , , , , , , , , , 
2021-11-08, 13:36:54, OK, 87%, 2.65, 8289, -11869, , 11.624, -11869, 87.3%, , , , , , , , , , , , 
2021-11-08, 13:37:24, OK, 86%, 1.73, 5363, -10832, , 11.574, -10832, 86.3%, , , , , , , , , , , , 
2021-11-08, 13:37:54, OK, 86%, 1.73, 5363, -10832, , 11.574, -10832, 86.3%, , , , , , , , , , , , 
2021-11-08, 13:38:24, OK, 85%, 1.55, 4757, -17896, , 11.426, -17896, 85.1%, , , , , , , , , , , , 
2021-11-08, 13:38:54, OK, 85%, 1.55, 4757, -24959, , 11.260, -24959, 84.6%, , , , , , , , , , , , 
2021-11-08, 13:39:24, OK, 84%, 1.49, 4497, -21330, , 11.302, -21330, 84.1%, , , , , , , , , , , , 
2021-11-08, 13:39:54, OK, 83%, 1.32, 3952, -16124, , 11.359, -16124, 83.3%, , , , , , , , , , , , 
2021-11-08, 13:40:24, OK, 83%, 1.32, 3952, -20023, , 11.216, -20023, 82.8%, , , , , , , , , , , , 
2021-11-08, 13:40:54, OK, 82%, 1.16, 3437, -23944, , 11.195, -23944, 82.3%, , , , , , , , , , , , 
2021-11-08, 13:41:24, OK, 81%, 1.35, 3943, -20617, , 11.262, -20617, 81.3%, , , , , , , , , , , , 
2021-11-08, 13:41:54, OK, 81%, 1.35, 3943, -19483, , 11.247, -19483, 80.8%, , , , , , , , , , , , 
2021-11-08, 13:42:24, OK, 80%, 1.69, 4862, -16535, , 11.331, -16535, 80.4%, , , , , , , , , , , , 
2021-11-08, 13:42:54, OK, 80%, 1.69, 4862, -16772, , 11.314, -16772, 79.6%, , , , , , , , , , , , 
2021-11-08, 13:43:24, OK, 79%, 2.19, 6231, -12722, , 11.424, -12722, 79.2%, , , , , , , , , , , , 
2021-11-08, 13:43:54, OK, 78%, 1.38, 3872, -17237, , 11.228, -17237, 78.5%, , , , , , , , , , , , 
2021-11-08, 13:44:24, OK, 78%, 1.38, 3872, -22637, , 11.140, -22637, 78.0%, , , , , , , , , , , , 
2021-11-08, 13:44:54, OK, 78%, 1.38, 3872, -15250, , 11.339, -15250, 77.6%, , , , , , , , , , , , 
2021-11-08, 13:45:24, OK, 77%, 1.53, 4255, -19429, , 11.104, -19429, 76.8%, , , , , , , , , , , , 
2021-11-08, 13:45:54, OK, 76%, 1.20, 3270, -23350, , 11.098, -23350, 76.3%, , , , , , , , , , , , 
2021-11-08, 13:46:24, OK, 75%, 1.48, 4006, -18814, , 11.216, -18814, 75.4%, , , , , , , , , , , , 
2021-11-08, 13:46:54, OK, 75%, 1.48, 4006, -13252, , 11.285, -13252, 74.9%, , , , , , , , , , , , 
2021-11-08, 13:47:24, OK, 75%, 1.48, 4006, -15692, , 11.266, -15692, 74.5%, , , , , , , , , , , , 
2021-11-08, 13:47:54, OK, 74%, 1.60, 4266, -12366, , 11.168, -12366, 74.2%, , , , , , , , , , , , 
2021-11-08, 13:48:24, OK, 73%, 1.76, 4632, -13100, , 11.289, -13100, 73.4%, , , , , , , , , , , , 
2021-11-08, 13:48:54, OK, 73%, 1.76, 4632, -17410, , 11.097, -17410, 73.0%, , , , , , , , , , , , 
2021-11-08, 13:49:24, OK, 72%, 1.34, 3472, -16481, , 11.117, -16481, 72.3%, , , , , , , , , , , , 
2021-11-08, 13:49:54, OK, 72%, 1.34, 3472, -18133, , 11.063, -18133, 71.9%, , , , , , , , , , , , 
2021-11-08, 13:50:24, OK, 71%, 1.54, 3947, -18036, , 10.989, -18036, 71.2%, , , , , , , , , , , , 
2021-11-08, 13:50:54, OK, 71%, 1.54, 3947, -12377, , 11.241, -12377, 70.8%, , , , , , , , , , , , 
2021-11-08, 13:51:24, OK, 70%, 1.67, 4206, -16740, , 11.216, -16740, 70.4%, , , , , , , , , , , , 
2021-11-08, 13:51:54, OK, 69%, 1.20, 2989, -21989, , 10.893, -21989, 69.5%, , , , , , , , , , , , 
2021-11-08, 13:52:24, OK, 69%, 1.20, 2989, -21989, , 10.893, -21989, 69.5%, , , , , , , , , , , , 
2021-11-08, 13:52:54, OK, 68%, 1.29, 3152, -21730, , 10.894, -21730, 68.5%, , , , , , , , , , , , 
2021-11-08, 13:53:24, OK, 67%, 1.20, 2902, -21092, , 10.851, -21092, 67.5%, , , , , , , , , , , , 
2021-11-08, 13:53:54, OK, 67%, 1.20, 2902, -18025, , 11.025, -18025, 67.1%, , , , , , , , , , , , 
2021-11-08, 13:54:24, OK, 66%, 2.02, 4795, -15530, , 11.038, -15530, 66.4%, , , , , , , , , , , , 
2021-11-08, 13:54:54, OK, 66%, 2.02, 4795, -17388, , 11.004, -17388, 66.1%, , , , , , , , , , , , 
2021-11-08, 13:55:24, OK, 66%, 2.02, 4795, -17388, , 11.004, -17388, 66.1%, , , , , , , , , , , , 
2021-11-08, 13:55:54, OK, 65%, 1.98, 4630, -14116, , 11.105, -14116, 65.3%, , , , , , , , , , , , 
2021-11-08, 13:56:24, OK, 65%, 1.98, 4630, -11567, , 11.144, -11567, 64.7%, , , , , , , , , , , , 
2021-11-08, 13:56:54, OK, 64%, 1.82, 4201, -18706, , 10.950, -18706, 64.4%, , , , , , , , , , , , 
2021-11-08, 13:57:24, OK, 64%, 1.82, 4201, -14828, , 10.965, -14828, 63.5%, , , , , , , , , , , , 
2021-11-08, 13:57:54, OK, 63%, 1.74, 3944, -16016, , 10.969, -16016, 63.2%, , , , , , , , , , , , 
2021-11-08, 13:58:24, OK, 62%, 1.63, 3631, -17161, , 10.920, -17161, 62.3%, , , , , , , , , , , , 
2021-11-08, 13:58:54, OK, 62%, 1.63, 3631, -17161, , 10.920, -17161, 62.3%, , , , , , , , , , , , 
2021-11-08, 13:59:24, OK, 62%, 1.63, 3631, -12269, , 11.069, -12269, 61.6%, , , , , , , , , , , , 
2021-11-08, 13:59:54, OK, 61%, 2.31, 5078, -24278, , 10.814, -24278, 60.9%, , , , , , , , , , , , 
2021-11-08, 14:00:24, OK, 60%, 1.14, 2472, -21233, , 10.718, -21233, 60.4%, , , , , , , , , , , , 
2021-11-08, 14:00:54, OK, 59%, 1.21, 2564, -23155, , 10.794, -23155, 59.3%, , , , , , , , , , , , 
2021-11-08, 14:01:24, OK, 59%, 1.21, 2564, -20909, , 10.795, -20909, 58.8%, , , , , , , , , , , , 
2021-11-08, 14:01:54, OK, 58%, 1.20, 2497, -20531, , 10.714, -20531, 58.3%, , , , , , , , , , , , 
2021-11-08, 14:02:24, OK, 57%, 1.09, 2246, -26806, , 10.558, -26806, 57.2%, , , , , , , , , , , , 
2021-11-08, 14:02:54, OK, 57%, 1.09, 2246, -23468, , 10.750, -23468, 56.6%, , , , , , , , , , , , 
2021-11-08, 14:03:24, OK, 56%, 1.08, 2174, -25801, , 10.550, -25801, 56.1%, , , , , , , , , , , , 
2021-11-08, 14:03:54, OK, 55%, 1.25, 2467, -26309, , 10.552, -26309, 55.0%, , , , , , , , , , , , 
2021-11-08, 14:04:24, OK, 54%, 1.21, 2361, -25618, , 10.574, -25618, 54.5%, , , , , , , , , , , , 
2021-11-08, 14:04:54, OK, 53%, 1.19, 2263, -23641, , 10.547, -23641, 53.5%, , , , , , , , , , , , 
2021-11-08, 14:05:24, OK, 53%, 1.19, 2263, -21287, , 10.648, -21287, 52.9%, , , , , , , , , , , , 
2021-11-08, 14:05:54, OK, 52%, 1.39, 2605, -21460, , 10.660, -21460, 52.4%, , , , , , , , , , , , 
2021-11-08, 14:06:24, OK, 51%, 1.19, 2180, -23587, , 10.574, -23587, 51.4%, , , , , , , , , , , , 
2021-11-08, 14:06:54, OK, 51%, 1.19, 2180, -20066, , 10.778, -20066, 51.0%, , , , , , , , , , , , 
2021-11-08, 14:07:24, OK, 50%, 1.26, 2268, -22248, , 10.605, -22248, 50.4%, , , , , , , , , , , , 
2021-11-08, 14:07:54, OK, 49%, 1.23, 2161, -20952, , 10.623, -20952, 49.4%, , , , , , , , , , , , 
2021-11-08, 14:08:24, OK, 49%, 1.23, 2161, -24570, , 10.517, -24570, 48.9%, , , , , , , , , , , , 
2021-11-08, 14:08:54, OK, 48%, 1.34, 2313, -25164, , 10.515, -25164, 48.3%, , , , , , , , , , , , 
2021-11-08, 14:09:24, OK, 47%, 1.30, 2196, -21524, , 10.575, -21524, 47.3%, , , , , , , , , , , , 
2021-11-08, 14:09:54, OK, 47%, 1.30, 2196, -26503, , 10.457, -26503, 46.7%, , , , , , , , , , , , 
2021-11-08, 14:10:24, OK, 46%, 1.09, 1803, -21308, , 10.581, -21308, 45.5%, , , , , , , , , , , , 
2021-11-08, 14:10:54, OK, 45%, 1.10, 1790, -19084, , 10.589, -19084, 45.0%, , , , , , , , , , , , 
2021-11-08, 14:11:24, OK, 44%, 1.17, 1859, -21946, , 10.528, -21946, 44.4%, , , , , , , , , , , , 
2021-11-08, 14:11:54, OK, 43%, 1.31, 2022, -21449, , 10.548, -21449, 43.4%, , , , , , , , , , , , 
2021-11-08, 14:12:24, OK, 43%, 1.31, 2022, -21449, , 10.548, -21449, 43.4%, , , , , , , , , , , , 
2021-11-08, 14:12:54, OK, 42%, 1.25, 1888, -22442, , 10.579, -22442, 42.4%, , , , , , , , , , , , 
2021-11-08, 14:13:24, OK, 41%, 1.33, 1964, -21060, , 10.547, -21060, 41.4%, , , , , , , , , , , , 
2021-11-08, 14:13:54, OK, 41%, 1.33, 1964, -22626, , 10.504, -22626, 40.8%, , , , , , , , , , , , 
2021-11-08, 14:14:24, OK, 40%, 1.30, 1872, -23155, , 10.535, -23155, 40.4%, , , , , , , , , , , , 
2021-11-08, 14:14:54, OK, 39%, 1.27, 1785, -19937, , 10.551, -19937, 39.3%, , , , , , , , , , , , 
2021-11-08, 14:15:24, OK, 39%, 1.27, 1785, -19937, , 10.551, -19937, 39.3%, , , , , , , , , , , , 
2021-11-08, 14:15:54, OK, 38%, 1.36, 1854, -19094, , 10.654, -19094, 37.9%, , , , , , , , , , , , 
2021-11-08, 14:16:24, OK, 37%, 1.42, 1886, -23144, , 10.446, -23144, 37.5%, , , , , , , , , , , , 
2021-11-08, 14:16:54, OK, 36%, 1.03, 1337, -27238, , 10.305, -27238, 36.4%, , , , , , , , , , , , 
2021-11-08, 14:17:24, OK, 36%, 1.03, 1337, -25758, , 10.340, -25758, 35.9%, , , , , , , , , , , , 
2021-11-08, 14:17:54, OK, 35%, 1.24, 1561, -21416, , 10.502, -21416, 35.3%, , , , , , , , , , , , 
2021-11-08, 14:18:24, OK, 34%, 1.19, 1461, -21881, , 10.399, -21881, 34.3%, , , , , , , , , , , , 
2021-11-08, 14:18:54, OK, 34%, 1.19, 1461, -21881, , 10.399, -21881, 34.3%, , , , , , , , , , , , 
2021-11-08, 14:19:24, OK, 33%, 1.03, 1228, -23166, , 10.388, -23166, 33.2%, , , , , , , , , , , , 
2021-11-08, 14:19:54, OK, 32%, 1.14, 1311, -22702, , 10.395, -22702, 32.1%, , , , , , , , , , , , 
2021-11-08, 14:20:24, OK, 32%, 1.14, 1311, -22702, , 10.395, -22702, 32.1%, , , , , , , , , , , , 
2021-11-08, 14:20:54, OK, 30%, 1.28, 1385, -21946, , 10.394, -21946, 30.4%, , , , , , , , , , , , 
2021-11-08, 14:21:24, OK, 30%, 1.28, 1385, -21946, , 10.394, -21946, 30.4%, , , , , , , , , , , , 
2021-11-08, 14:21:54, OK, 29%, 1.28, 1336, -22000, , 10.418, -22000, 29.4%, , , , , , , , , , , , 
2021-11-08, 14:22:24, OK, 28%, 1.04, 1051, -24149, , 10.266, -24149, 28.3%, , , , , , , , , , , , 
2021-11-08, 14:22:54, OK, 28%, 1.04, 1051, -26395, , 10.196, -26395, 27.7%, , , , , , , , , , , , 
2021-11-08, 14:23:24, OK, 27%, 1.02, 994, -26039, , 10.195, -26039, 27.2%, , , , , , , , , , , , 
