Unique ID, Manufacturer, Chemistry, Voltage (Volts)
00287 2012/12/13Hewlett-PackardPrimary, Hewlett-Packard, Lithium Ion, 11.187

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2021-11-17, 00:00:18, OK, 54%, 4.40, 8556, -6998, , 11.555, -6998, 54.4%, , , , , , , , , , , , 
2021-11-17, 00:00:48, OK, 54%, 4.40, 8556, -6998, , 11.555, -6998, 54.4%, , , , , , , , , , , , 
2021-11-17, 00:01:18, OK, 54%, 4.40, 8556, -6998, , 11.555, -6998, 54.4%, , , , , , , , , , , , 
2021-11-17, 00:01:48, OK, 54%, 4.40, 8556, -6998, , 11.555, -6998, 54.4%, , , , , , , , , , , , 
2021-11-17, 00:02:18, OK, 53%, 4.38, 8363, -7020, , 11.542, -7020, 53.4%, , , , , , , , , , , , 
2021-11-17, 00:02:48, OK, 53%, 4.38, 8363, -7020, , 11.542, -7020, 53.4%, , , , , , , , , , , , 
2021-11-17, 00:03:18, OK, 53%, 4.38, 8363, -7020, , 11.542, -7020, 53.4%, , , , , , , , , , , , 
2021-11-17, 00:03:48, OK, 53%, 4.38, 8363, -7020, , 11.542, -7020, 53.4%, , , , , , , , , , , , 
2021-11-17, 00:04:18, OK, 52%, 4.30, 8058, -7160, , 11.510, -7160, 52.4%, , , , , , , , , , , , 
2021-11-17, 00:04:48, OK, 52%, 4.30, 8058, -7160, , 11.510, -7160, 52.4%, , , , , , , , , , , , 
2021-11-17, 00:05:18, OK, 52%, 4.30, 8058, -7160, , 11.510, -7160, 52.4%, , , , , , , , , , , , 
2021-11-17, 00:05:48, OK, 52%, 4.30, 8058, -10314, , 11.355, -10314, 51.9%, , , , , , , , , , , , 
2021-11-17, 00:06:18, OK, 52%, 4.30, 8058, -7528, , 11.481, -7528, 51.7%, , , , , , , , , , , , 
